Date and Time (UTC),Receiver,Description,Data,Units
05/03/2020 13:00,VR2Tx-482000,Minimum temperature,9.5,°C
05/03/2020 13:00,VR2Tx-482000,Maximum temperature,9.5,°C
05/03/2020 13:00,VR2Tx-482000,Average temperature,9.5,°C
05/03/2020 14:00,VR2Tx-482000,Tilt angle,163,°
05/03/2020 14:00,VR2Tx-482000,Rotation angle,11,°
05/03/2020 14:00,VR2Tx-482000,Minimum noise,140,mV
05/03/2020 14:00,VR2Tx-482000,Maximum noise,460,mV
05/03/2020 14:00,VR2Tx-482000,Average noise,220,mV
05/03/2020 14:00,VR2Tx-482000,Minimum temperature,9.5,°C
05/03/2020 14:00,VR2Tx-482000,Maximum temperature,9.6,°C
05/03/2020 14:00,VR2Tx-482000,Average temperature,9.6,°C
05/03/2020 15:00,VR2Tx-482000,Tilt angle,163,°
05/03/2020 15:00,VR2Tx-482000,Rotation angle,11,°
05/03/2020 15:00,VR2Tx-482000,Minimum noise,150,mV
05/03/2020 15:00,VR2Tx-482000,Maximum noise,440,mV
05/03/2020 15:00,VR2Tx-482000,Average noise,240,mV
05/03/2020 15:00,VR2Tx-482000,Minimum temperature,9.6,°C
05/03/2020 15:00,VR2Tx-482000,Maximum temperature,9.7,°C
05/03/2020 15:00,VR2Tx-482000,Average temperature,9.7,°C
05/03/2020 16:00,VR2Tx-482000,Tilt angle,163,°
05/03/2020 16:00,VR2Tx-482000,Rotation angle,11,°
05/03/2020 16:00,VR2Tx-482000,Minimum noise,150,mV
05/03/2020 16:00,VR2Tx-482000,Maximum noise,760,mV
05/03/2020 16:00,VR2Tx-482000,Average noise,250,mV
05/03/2020 16:00,VR2Tx-482000,Minimum temperature,9.7,°C
05/03/2020 16:00,VR2Tx-482000,Maximum temperature,9.9,°C
05/03/2020 16:00,VR2Tx-482000,Average temperature,9.8,°C
05/03/2020 17:00,VR2Tx-482000,Tilt angle,164,°
05/03/2020 17:00,VR2Tx-482000,Rotation angle,11,°
05/03/2020 17:00,VR2Tx-482000,Minimum noise,130,mV
05/03/2020 17:00,VR2Tx-482000,Maximum noise,240,mV
05/03/2020 17:00,VR2Tx-482000,Average noise,170,mV
05/03/2020 17:00,VR2Tx-482000,Minimum temperature,10.0,°C
05/03/2020 17:00,VR2Tx-482000,Maximum temperature,10.2,°C
05/03/2020 17:00,VR2Tx-482000,Average temperature,10.1,°C
05/03/2020 18:00,VR2Tx-482000,Tilt angle,163,°
05/03/2020 18:00,VR2Tx-482000,Rotation angle,11,°
05/03/2020 18:00,VR2Tx-482000,Minimum noise,150,mV
05/03/2020 18:00,VR2Tx-482000,Maximum noise,220,mV
05/03/2020 18:00,VR2Tx-482000,Average noise,160,mV
05/03/2020 18:00,VR2Tx-482000,Minimum temperature,10.2,°C
05/03/2020 18:00,VR2Tx-482000,Maximum temperature,10.4,°C
05/03/2020 18:00,VR2Tx-482000,Average temperature,10.3,°C
05/03/2020 19:00,VR2Tx-482000,Tilt angle,163,°
05/03/2020 19:00,VR2Tx-482000,Rotation angle,11,°
05/03/2020 19:00,VR2Tx-482000,Minimum noise,130,mV
05/03/2020 19:00,VR2Tx-482000,Maximum noise,170,mV
05/03/2020 19:00,VR2Tx-482000,Average noise,150,mV
05/03/2020 19:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/03/2020 19:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/03/2020 19:00,VR2Tx-482000,Average temperature,10.5,°C
05/03/2020 20:00,VR2Tx-482000,Tilt angle,164,°
05/03/2020 20:00,VR2Tx-482000,Rotation angle,11,°
05/03/2020 20:00,VR2Tx-482000,Minimum noise,140,mV
05/03/2020 20:00,VR2Tx-482000,Maximum noise,290,mV
05/03/2020 20:00,VR2Tx-482000,Average noise,180,mV
05/03/2020 20:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/03/2020 20:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/03/2020 20:00,VR2Tx-482000,Average temperature,10.6,°C
05/03/2020 21:00,VR2Tx-482000,Tilt angle,164,°
05/03/2020 21:00,VR2Tx-482000,Rotation angle,12,°
05/03/2020 21:00,VR2Tx-482000,Minimum noise,150,mV
05/03/2020 21:00,VR2Tx-482000,Maximum noise,180,mV
05/03/2020 21:00,VR2Tx-482000,Average noise,160,mV
05/03/2020 21:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/03/2020 21:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/03/2020 21:00,VR2Tx-482000,Average temperature,10.9,°C
05/03/2020 22:00,VR2Tx-482000,Tilt angle,164,°
05/03/2020 22:00,VR2Tx-482000,Rotation angle,11,°
05/03/2020 22:00,VR2Tx-482000,Minimum noise,140,mV
05/03/2020 22:00,VR2Tx-482000,Maximum noise,190,mV
05/03/2020 22:00,VR2Tx-482000,Average noise,160,mV
05/03/2020 22:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/03/2020 22:00,VR2Tx-482000,Maximum temperature,11.1,°C
05/03/2020 22:00,VR2Tx-482000,Average temperature,11.1,°C
05/03/2020 23:00,VR2Tx-482000,Tilt angle,164,°
05/03/2020 23:00,VR2Tx-482000,Rotation angle,12,°
05/03/2020 23:00,VR2Tx-482000,Minimum noise,170,mV
05/03/2020 23:00,VR2Tx-482000,Maximum noise,310,mV
05/03/2020 23:00,VR2Tx-482000,Average noise,210,mV
05/03/2020 23:00,VR2Tx-482000,Minimum temperature,11.1,°C
05/03/2020 23:00,VR2Tx-482000,Maximum temperature,11.1,°C
05/03/2020 23:00,VR2Tx-482000,Average temperature,11.1,°C
05/04/2020 0:00,VR2Tx-482000,Memory Capacity,4.3,%
05/04/2020 0:00,VR2Tx-482000,Pings on 69 kHz,7547,
05/04/2020 0:00,VR2Tx-482000,Syncs on 69 kHz,1732,
05/04/2020 0:00,VR2Tx-482000,Rejects on 69 kHz,44,
05/04/2020 0:00,VR2Tx-482000,Detections on A69-9001/9002,2,
05/04/2020 0:00,VR2Tx-482000,Detections on A69-1602,279,
05/04/2020 0:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 0:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 0:00,VR2Tx-482000,Minimum voltage,3.52,V
05/04/2020 0:00,VR2Tx-482000,Minimum noise,150,mV
05/04/2020 0:00,VR2Tx-482000,Maximum voltage,3.54,V
05/04/2020 0:00,VR2Tx-482000,Maximum noise,280,mV
05/04/2020 0:00,VR2Tx-482000,Average voltage,3.54,V
05/04/2020 0:00,VR2Tx-482000,Average noise,180,mV
05/04/2020 0:00,VR2Tx-482000,Minimum temperature,11.1,°C
05/04/2020 0:00,VR2Tx-482000,Maximum temperature,11.2,°C
05/04/2020 0:00,VR2Tx-482000,Average temperature,11.1,°C
05/04/2020 1:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 1:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 1:00,VR2Tx-482000,Minimum noise,130,mV
05/04/2020 1:00,VR2Tx-482000,Maximum noise,250,mV
05/04/2020 1:00,VR2Tx-482000,Average noise,190,mV
05/04/2020 1:00,VR2Tx-482000,Minimum temperature,11.1,°C
05/04/2020 1:00,VR2Tx-482000,Maximum temperature,11.1,°C
05/04/2020 1:00,VR2Tx-482000,Average temperature,11.1,°C
05/04/2020 2:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 2:00,VR2Tx-482000,Rotation angle,12,°
05/04/2020 2:00,VR2Tx-482000,Minimum noise,150,mV
05/04/2020 2:00,VR2Tx-482000,Maximum noise,240,mV
05/04/2020 2:00,VR2Tx-482000,Average noise,190,mV
05/04/2020 2:00,VR2Tx-482000,Minimum temperature,11.1,°C
05/04/2020 2:00,VR2Tx-482000,Maximum temperature,11.1,°C
05/04/2020 2:00,VR2Tx-482000,Average temperature,11.1,°C
05/04/2020 3:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 3:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 3:00,VR2Tx-482000,Minimum noise,140,mV
05/04/2020 3:00,VR2Tx-482000,Maximum noise,170,mV
05/04/2020 3:00,VR2Tx-482000,Average noise,160,mV
05/04/2020 3:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/04/2020 3:00,VR2Tx-482000,Maximum temperature,11.1,°C
05/04/2020 3:00,VR2Tx-482000,Average temperature,11.0,°C
05/04/2020 4:00,VR2Tx-482000,Tilt angle,163,°
05/04/2020 4:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 4:00,VR2Tx-482000,Minimum noise,130,mV
05/04/2020 4:00,VR2Tx-482000,Maximum noise,660,mV
05/04/2020 4:00,VR2Tx-482000,Average noise,250,mV
05/04/2020 4:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/04/2020 4:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/04/2020 4:00,VR2Tx-482000,Average temperature,11.0,°C
05/04/2020 5:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 5:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 5:00,VR2Tx-482000,Minimum noise,130,mV
05/04/2020 5:00,VR2Tx-482000,Maximum noise,170,mV
05/04/2020 5:00,VR2Tx-482000,Average noise,150,mV
05/04/2020 5:00,VR2Tx-482000,Minimum temperature,10.9,°C
05/04/2020 5:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/04/2020 5:00,VR2Tx-482000,Average temperature,11.0,°C
05/04/2020 6:00,VR2Tx-482000,Tilt angle,163,°
05/04/2020 6:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 6:00,VR2Tx-482000,Minimum noise,140,mV
05/04/2020 6:00,VR2Tx-482000,Maximum noise,310,mV
05/04/2020 6:00,VR2Tx-482000,Average noise,180,mV
05/04/2020 6:00,VR2Tx-482000,Minimum temperature,10.9,°C
05/04/2020 6:00,VR2Tx-482000,Maximum temperature,10.9,°C
05/04/2020 6:00,VR2Tx-482000,Average temperature,10.9,°C
05/04/2020 7:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 7:00,VR2Tx-482000,Rotation angle,12,°
05/04/2020 7:00,VR2Tx-482000,Minimum noise,140,mV
05/04/2020 7:00,VR2Tx-482000,Maximum noise,160,mV
05/04/2020 7:00,VR2Tx-482000,Average noise,150,mV
05/04/2020 7:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/04/2020 7:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/04/2020 7:00,VR2Tx-482000,Average temperature,10.8,°C
05/04/2020 8:00,VR2Tx-482000,Tilt angle,163,°
05/04/2020 8:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 8:00,VR2Tx-482000,Minimum noise,140,mV
05/04/2020 8:00,VR2Tx-482000,Maximum noise,180,mV
05/04/2020 8:00,VR2Tx-482000,Average noise,160,mV
05/04/2020 8:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/04/2020 8:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/04/2020 8:00,VR2Tx-482000,Average temperature,10.7,°C
05/04/2020 9:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 9:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 9:00,VR2Tx-482000,Minimum noise,150,mV
05/04/2020 9:00,VR2Tx-482000,Maximum noise,270,mV
05/04/2020 9:00,VR2Tx-482000,Average noise,190,mV
05/04/2020 9:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/04/2020 9:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/04/2020 9:00,VR2Tx-482000,Average temperature,10.7,°C
05/04/2020 10:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 10:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 10:00,VR2Tx-482000,Minimum noise,220,mV
05/04/2020 10:00,VR2Tx-482000,Maximum noise,360,mV
05/04/2020 10:00,VR2Tx-482000,Average noise,290,mV
05/04/2020 10:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/04/2020 10:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/04/2020 10:00,VR2Tx-482000,Average temperature,10.6,°C
05/04/2020 11:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 11:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 11:00,VR2Tx-482000,Minimum noise,140,mV
05/04/2020 11:00,VR2Tx-482000,Maximum noise,400,mV
05/04/2020 11:00,VR2Tx-482000,Average noise,280,mV
05/04/2020 11:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/04/2020 11:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/04/2020 11:00,VR2Tx-482000,Average temperature,10.6,°C
05/04/2020 12:00,VR2Tx-482000,Tilt angle,163,°
05/04/2020 12:00,VR2Tx-482000,Rotation angle,12,°
05/04/2020 12:00,VR2Tx-482000,Minimum noise,130,mV
05/04/2020 12:00,VR2Tx-482000,Maximum noise,790,mV
05/04/2020 12:00,VR2Tx-482000,Average noise,300,mV
05/04/2020 12:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/04/2020 12:00,VR2Tx-482000,Maximum temperature,10.5,°C
05/04/2020 12:00,VR2Tx-482000,Average temperature,10.5,°C
05/04/2020 13:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 13:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 13:00,VR2Tx-482000,Minimum noise,160,mV
05/04/2020 13:00,VR2Tx-482000,Maximum noise,270,mV
05/04/2020 13:00,VR2Tx-482000,Average noise,210,mV
05/04/2020 13:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/04/2020 13:00,VR2Tx-482000,Maximum temperature,10.5,°C
05/04/2020 13:00,VR2Tx-482000,Average temperature,10.5,°C
05/04/2020 14:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 14:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 14:00,VR2Tx-482000,Minimum noise,140,mV
05/04/2020 14:00,VR2Tx-482000,Maximum noise,200,mV
05/04/2020 14:00,VR2Tx-482000,Average noise,170,mV
05/04/2020 14:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/04/2020 14:00,VR2Tx-482000,Maximum temperature,10.5,°C
05/04/2020 14:00,VR2Tx-482000,Average temperature,10.5,°C
05/04/2020 15:00,VR2Tx-482000,Tilt angle,163,°
05/04/2020 15:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 15:00,VR2Tx-482000,Minimum noise,120,mV
05/04/2020 15:00,VR2Tx-482000,Maximum noise,340,mV
05/04/2020 15:00,VR2Tx-482000,Average noise,180,mV
05/04/2020 15:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/04/2020 15:00,VR2Tx-482000,Maximum temperature,10.5,°C
05/04/2020 15:00,VR2Tx-482000,Average temperature,10.5,°C
05/04/2020 16:00,VR2Tx-482000,Tilt angle,163,°
05/04/2020 16:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 16:00,VR2Tx-482000,Minimum noise,120,mV
05/04/2020 16:00,VR2Tx-482000,Maximum noise,180,mV
05/04/2020 16:00,VR2Tx-482000,Average noise,150,mV
05/04/2020 16:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/04/2020 16:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/04/2020 16:00,VR2Tx-482000,Average temperature,10.5,°C
05/04/2020 17:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 17:00,VR2Tx-482000,Rotation angle,12,°
05/04/2020 17:00,VR2Tx-482000,Minimum noise,140,mV
05/04/2020 17:00,VR2Tx-482000,Maximum noise,540,mV
05/04/2020 17:00,VR2Tx-482000,Average noise,240,mV
05/04/2020 17:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/04/2020 17:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/04/2020 17:00,VR2Tx-482000,Average temperature,10.6,°C
05/04/2020 18:00,VR2Tx-482000,Tilt angle,163,°
05/04/2020 18:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 18:00,VR2Tx-482000,Minimum noise,120,mV
05/04/2020 18:00,VR2Tx-482000,Maximum noise,320,mV
05/04/2020 18:00,VR2Tx-482000,Average noise,180,mV
05/04/2020 18:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/04/2020 18:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/04/2020 18:00,VR2Tx-482000,Average temperature,10.7,°C
05/04/2020 19:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 19:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 19:00,VR2Tx-482000,Minimum noise,150,mV
05/04/2020 19:00,VR2Tx-482000,Maximum noise,600,mV
05/04/2020 19:00,VR2Tx-482000,Average noise,250,mV
05/04/2020 19:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/04/2020 19:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/04/2020 19:00,VR2Tx-482000,Average temperature,10.8,°C
05/04/2020 20:00,VR2Tx-482000,Tilt angle,163,°
05/04/2020 20:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 20:00,VR2Tx-482000,Minimum noise,150,mV
05/04/2020 20:00,VR2Tx-482000,Maximum noise,420,mV
05/04/2020 20:00,VR2Tx-482000,Average noise,260,mV
05/04/2020 20:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/04/2020 20:00,VR2Tx-482000,Maximum temperature,10.9,°C
05/04/2020 20:00,VR2Tx-482000,Average temperature,10.9,°C
05/04/2020 21:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 21:00,VR2Tx-482000,Rotation angle,11,°
05/04/2020 21:00,VR2Tx-482000,Minimum noise,140,mV
05/04/2020 21:00,VR2Tx-482000,Maximum noise,370,mV
05/04/2020 21:00,VR2Tx-482000,Average noise,230,mV
05/04/2020 21:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/04/2020 21:00,VR2Tx-482000,Maximum temperature,10.9,°C
05/04/2020 21:00,VR2Tx-482000,Average temperature,10.8,°C
05/04/2020 22:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 22:00,VR2Tx-482000,Rotation angle,12,°
05/04/2020 22:00,VR2Tx-482000,Minimum noise,130,mV
05/04/2020 22:00,VR2Tx-482000,Maximum noise,330,mV
05/04/2020 22:00,VR2Tx-482000,Average noise,220,mV
05/04/2020 22:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/04/2020 22:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/04/2020 22:00,VR2Tx-482000,Average temperature,10.8,°C
05/04/2020 23:00,VR2Tx-482000,Tilt angle,164,°
05/04/2020 23:00,VR2Tx-482000,Rotation angle,12,°
05/04/2020 23:00,VR2Tx-482000,Minimum noise,130,mV
05/04/2020 23:00,VR2Tx-482000,Maximum noise,240,mV
05/04/2020 23:00,VR2Tx-482000,Average noise,180,mV
05/04/2020 23:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/04/2020 23:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/04/2020 23:00,VR2Tx-482000,Average temperature,10.8,°C
05/05/2020 0:00,VR2Tx-482000,Memory Capacity,4.3,%
05/05/2020 0:00,VR2Tx-482000,Pings on 69 kHz,10672,
05/05/2020 0:00,VR2Tx-482000,Syncs on 69 kHz,2211,
05/05/2020 0:00,VR2Tx-482000,Rejects on 69 kHz,103,
05/05/2020 0:00,VR2Tx-482000,Detections on A69-9001/9002,21,
05/05/2020 0:00,VR2Tx-482000,Detections on A69-1602,510,
05/05/2020 0:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 0:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 0:00,VR2Tx-482000,Minimum voltage,3.53,V
05/05/2020 0:00,VR2Tx-482000,Minimum noise,130,mV
05/05/2020 0:00,VR2Tx-482000,Maximum voltage,3.54,V
05/05/2020 0:00,VR2Tx-482000,Maximum noise,330,mV
05/05/2020 0:00,VR2Tx-482000,Average voltage,3.54,V
05/05/2020 0:00,VR2Tx-482000,Average noise,190,mV
05/05/2020 0:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/05/2020 0:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/05/2020 0:00,VR2Tx-482000,Average temperature,10.8,°C
05/05/2020 1:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 1:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 1:00,VR2Tx-482000,Minimum noise,120,mV
05/05/2020 1:00,VR2Tx-482000,Maximum noise,360,mV
05/05/2020 1:00,VR2Tx-482000,Average noise,200,mV
05/05/2020 1:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/05/2020 1:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/05/2020 1:00,VR2Tx-482000,Average temperature,10.8,°C
05/05/2020 2:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 2:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 2:00,VR2Tx-482000,Minimum noise,160,mV
05/05/2020 2:00,VR2Tx-482000,Maximum noise,620,mV
05/05/2020 2:00,VR2Tx-482000,Average noise,270,mV
05/05/2020 2:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/05/2020 2:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/05/2020 2:00,VR2Tx-482000,Average temperature,10.8,°C
05/05/2020 3:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 3:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 3:00,VR2Tx-482000,Minimum noise,120,mV
05/05/2020 3:00,VR2Tx-482000,Maximum noise,200,mV
05/05/2020 3:00,VR2Tx-482000,Average noise,150,mV
05/05/2020 3:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/05/2020 3:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/05/2020 3:00,VR2Tx-482000,Average temperature,10.8,°C
05/05/2020 4:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 4:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 4:00,VR2Tx-482000,Minimum noise,140,mV
05/05/2020 4:00,VR2Tx-482000,Maximum noise,320,mV
05/05/2020 4:00,VR2Tx-482000,Average noise,190,mV
05/05/2020 4:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/05/2020 4:00,VR2Tx-482000,Maximum temperature,10.9,°C
05/05/2020 4:00,VR2Tx-482000,Average temperature,10.8,°C
05/05/2020 5:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 5:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 5:00,VR2Tx-482000,Minimum noise,140,mV
05/05/2020 5:00,VR2Tx-482000,Maximum noise,310,mV
05/05/2020 5:00,VR2Tx-482000,Average noise,190,mV
05/05/2020 5:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/05/2020 5:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/05/2020 5:00,VR2Tx-482000,Average temperature,10.8,°C
05/05/2020 6:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 6:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 6:00,VR2Tx-482000,Minimum noise,140,mV
05/05/2020 6:00,VR2Tx-482000,Maximum noise,370,mV
05/05/2020 6:00,VR2Tx-482000,Average noise,200,mV
05/05/2020 6:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/05/2020 6:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/05/2020 6:00,VR2Tx-482000,Average temperature,10.8,°C
05/05/2020 7:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 7:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 7:00,VR2Tx-482000,Minimum noise,140,mV
05/05/2020 7:00,VR2Tx-482000,Maximum noise,220,mV
05/05/2020 7:00,VR2Tx-482000,Average noise,160,mV
05/05/2020 7:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/05/2020 7:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/05/2020 7:00,VR2Tx-482000,Average temperature,10.7,°C
05/05/2020 8:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 8:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 8:00,VR2Tx-482000,Minimum noise,140,mV
05/05/2020 8:00,VR2Tx-482000,Maximum noise,210,mV
05/05/2020 8:00,VR2Tx-482000,Average noise,160,mV
05/05/2020 8:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/05/2020 8:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/05/2020 8:00,VR2Tx-482000,Average temperature,10.7,°C
05/05/2020 9:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 9:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 9:00,VR2Tx-482000,Minimum noise,140,mV
05/05/2020 9:00,VR2Tx-482000,Maximum noise,170,mV
05/05/2020 9:00,VR2Tx-482000,Average noise,160,mV
05/05/2020 9:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/05/2020 9:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/05/2020 9:00,VR2Tx-482000,Average temperature,10.5,°C
05/05/2020 10:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 10:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 10:00,VR2Tx-482000,Minimum noise,120,mV
05/05/2020 10:00,VR2Tx-482000,Maximum noise,170,mV
05/05/2020 10:00,VR2Tx-482000,Average noise,150,mV
05/05/2020 10:00,VR2Tx-482000,Minimum temperature,10.4,°C
05/05/2020 10:00,VR2Tx-482000,Maximum temperature,10.5,°C
05/05/2020 10:00,VR2Tx-482000,Average temperature,10.4,°C
05/05/2020 11:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 11:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 11:00,VR2Tx-482000,Minimum noise,130,mV
05/05/2020 11:00,VR2Tx-482000,Maximum noise,430,mV
05/05/2020 11:00,VR2Tx-482000,Average noise,240,mV
05/05/2020 11:00,VR2Tx-482000,Minimum temperature,10.3,°C
05/05/2020 11:00,VR2Tx-482000,Maximum temperature,10.4,°C
05/05/2020 11:00,VR2Tx-482000,Average temperature,10.3,°C
05/05/2020 12:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 12:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 12:00,VR2Tx-482000,Minimum noise,150,mV
05/05/2020 12:00,VR2Tx-482000,Maximum noise,510,mV
05/05/2020 12:00,VR2Tx-482000,Average noise,220,mV
05/05/2020 12:00,VR2Tx-482000,Minimum temperature,10.2,°C
05/05/2020 12:00,VR2Tx-482000,Maximum temperature,10.2,°C
05/05/2020 12:00,VR2Tx-482000,Average temperature,10.2,°C
05/05/2020 13:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 13:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 13:00,VR2Tx-482000,Minimum noise,150,mV
05/05/2020 13:00,VR2Tx-482000,Maximum noise,260,mV
05/05/2020 13:00,VR2Tx-482000,Average noise,180,mV
05/05/2020 13:00,VR2Tx-482000,Minimum temperature,10.1,°C
05/05/2020 13:00,VR2Tx-482000,Maximum temperature,10.2,°C
05/05/2020 13:00,VR2Tx-482000,Average temperature,10.1,°C
05/05/2020 14:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 14:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 14:00,VR2Tx-482000,Minimum noise,140,mV
05/05/2020 14:00,VR2Tx-482000,Maximum noise,350,mV
05/05/2020 14:00,VR2Tx-482000,Average noise,250,mV
05/05/2020 14:00,VR2Tx-482000,Minimum temperature,10.1,°C
05/05/2020 14:00,VR2Tx-482000,Maximum temperature,10.2,°C
05/05/2020 14:00,VR2Tx-482000,Average temperature,10.2,°C
05/05/2020 15:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 15:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 15:00,VR2Tx-482000,Minimum noise,150,mV
05/05/2020 15:00,VR2Tx-482000,Maximum noise,280,mV
