GLATOS_ARRAY,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,OTN_MISSION_ID,AR_CONFIRM,DATA_DOWNLOADED,INS_MODEL_NUMBER,INS_SERIAL_NUMBER,RECOVERED,RECOVER_DATE_TIME,GLATOS_RECOVER_DATE_TIME,GLATOS_TIMEZONE,RECOVER_LAT,RECOVER_LONG,GLATOS_PROJECT,GLATOS_VPS,COMMENTS,,,,,,,
FAS,,10,2,,,,,548272,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,7,2,,,,,548285,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,8,2,,,,,547989,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,11,2,,,,,548279,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,9,2,,,,,548273,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,4,2,,,,,550347,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,5,2,,,,,550346,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
EHK,,1,2,,,,,550335,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,6,2,,,,,550349,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,3,2,,,,,550344,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,2,2,,,,,550334,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
FAS,,1,2,,,,,550343,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,2,2,,,,,550348,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,1,2,,,,,550342,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
KNP,,1,2,,,,,548280,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
KNP,,2,2,,,,,548271,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
WHK,,1,2,,,,,550340,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
WHK,,2,2,,,,,550345,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
EHK,,2,2,,,,,550339,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
HLD,,1,3,,,,,550336,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
HLD,,2,3,,,,,550341,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
BTC,,3,3,,,,,550337,Y,,2023-10-02 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,7,4,,,,,126976,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,13,3,,,,,126981,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,3,4,,,,,481248,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,9,4,,,,,481188,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,10,4,,,,,128974,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,11,4,,,,,126965,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,12,4,,,,,483749,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,6,4,,,,,126966,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,5,4,,,,,126988,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,4,4,,,,,481185,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,2,4,,,,,126977,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,18,3,,,,,126987,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,17,3,,,,,126994,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,16,4,,,,,481251,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,15,4,,,,,131935,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,14,4,,,,,486583,Y,,2023-08-23 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,1,4,,,,,126962,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
MDA,,8,4,,,,,126986,Y,,2023-08-14 09:00,Eastern,,,ELOMA,No,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
